,year,typeOfEmployment,sex,province,numEmployed
523,1989,Full-time employment,Females,New Brunswick,96.7
524,1989,Full-time employment,Females,Newfoundland and Labrador,65.1
525,1989,Full-time employment,Females,Nova Scotia,117.6
526,1989,Full-time employment,Females,Ontario,1718.3
527,1989,Full-time employment,Females,Prince Edward Island,18.7
528,1989,Full-time employment,Females,Quebec,996.1
529,1989,Full-time employment,Females,Saskatchewan,129.3
530,1989,Full-time employment,Males,Alberta,626.2
531,1989,Full-time employment,Males,British Columbia,753.3
532,1989,Full-time employment,Males,Manitoba,255.3
533,1989,Full-time employment,Males,New Brunswick,152.3
534,1989,Full-time employment,Males,Newfoundland and Labrador,112.4
535,1989,Full-time employment,Males,Nova Scotia,198.2
536,1989,Full-time employment,Males,Ontario,2616.1
537,1989,Full-time employment,Males,Prince Edward Island,28.8
538,1989,Full-time employment,Males,Quebec,1645.3
539,1989,Full-time employment,Males,Saskatchewan,227.3
540,1989,Part-time employment ,Females,Alberta,158.4
541,1989,Part-time employment ,Females,British Columbia,192.6
542,1989,Part-time employment ,Females,Manitoba,71.7
543,1989,Part-time employment ,Females,New Brunswick,33.4
544,1989,Part-time employment ,Females,Newfoundland and Labrador,17.3
545,1989,Part-time employment ,Females,Nova Scotia,48.1
546,1989,Part-time employment ,Females,Ontario,606.5
547,1989,Part-time employment ,Females,Prince Edward Island,6.1
548,1989,Part-time employment ,Females,Quebec,330.9
549,1989,Part-time employment ,Females,Saskatchewan,69.0
550,1989,Part-time employment ,Males,Alberta,64.1
551,1989,Part-time employment ,Males,British Columbia,84.4
552,1989,Part-time employment ,Males,Manitoba,30.4
553,1989,Part-time employment ,Males,New Brunswick,13.2
554,1989,Part-time employment ,Males,Newfoundland and Labrador,7.3
555,1989,Part-time employment ,Males,Nova Scotia,18.9
556,1989,Part-time employment ,Males,Ontario,250.7
557,1989,Part-time employment ,Males,Prince Edward Island,2.9
558,1989,Part-time employment ,Males,Quebec,140.1
559,1989,Part-time employment ,Males,Saskatchewan,33.9
560,1990,Full-time employment,Females,Alberta,398.9
561,1990,Full-time employment,Females,British Columbia,493.5
562,1990,Full-time employment,Females,Manitoba,157.8
563,1990,Full-time employment,Females,New Brunswick,99.9
564,1990,Full-time employment,Females,Newfoundland and Labrador,71.2
565,1990,Full-time employment,Females,Nova Scotia,124.9
566,1990,Full-time employment,Females,Ontario,1735.6
567,1990,Full-time employment,Females,Prince Edward Island,18.3
568,1990,Full-time employment,Females,Quebec,1016.5
569,1990,Full-time employment,Females,Saskatchewan,128.5
570,1990,Full-time employment,Males,Alberta,649.6
571,1990,Full-time employment,Males,British Columbia,788.8
572,1990,Full-time employment,Males,Manitoba,254.7
573,1990,Full-time employment,Males,New Brunswick,155.9
574,1990,Full-time employment,Males,Newfoundland and Labrador,110.5
575,1990,Full-time employment,Males,Nova Scotia,190.9
576,1990,Full-time employment,Males,Ontario,2619.6
577,1990,Full-time employment,Males,Prince Edward Island,26.5
578,1990,Full-time employment,Males,Quebec,1641.6
579,1990,Full-time employment,Males,Saskatchewan,224.1
580,1990,Part-time employment ,Females,Alberta,159.6
581,1990,Part-time employment ,Females,British Columbia,190.2
582,1990,Part-time employment ,Females,Manitoba,74.0
583,1990,Part-time employment ,Females,New Brunswick,32.4
584,1990,Part-time employment ,Females,Newfoundland and Labrador,18.3
585,1990,Part-time employment ,Females,Nova Scotia,47.2
586,1990,Part-time employment ,Females,Ontario,609.9
587,1990,Part-time employment ,Females,Prince Edward Island,6.7
588,1990,Part-time employment ,Females,Quebec,333.6
589,1990,Part-time employment ,Females,Saskatchewan,66.4
590,1990,Part-time employment ,Males,Alberta,60.5
591,1990,Part-time employment ,Males,British Columbia,85.9
592,1990,Part-time employment ,Males,Manitoba,30.5
593,1990,Part-time employment ,Males,New Brunswick,12.8
594,1990,Part-time employment ,Males,Newfoundland and Labrador,6.9
595,1990,Part-time employment ,Males,Nova Scotia,21.1
596,1990,Part-time employment ,Males,Ontario,259.1
597,1990,Part-time employment ,Males,Prince Edward Island,3.1
598,1990,Part-time employment ,Males,Quebec,144.0
599,1990,Part-time employment ,Males,Saskatchewan,32.0
600,1991,Full-time employment,Females,Alberta,408.5
601,1991,Full-time employment,Females,British Columbia,488.3
602,1991,Full-time employment,Females,Manitoba,156.0
603,1991,Full-time employment,Females,New Brunswick,98.3
604,1991,Full-time employment,Females,Newfoundland and Labrador,72.4
605,1991,Full-time employment,Females,Nova Scotia,124.3
606,1991,Full-time employment,Females,Ontario,1659.0
607,1991,Full-time employment,Females,Prince Edward Island,17.6
608,1991,Full-time employment,Females,Quebec,1007.2
609,1991,Full-time employment,Females,Saskatchewan,131.7
610,1991,Full-time employment,Males,Alberta,650.6
611,1991,Full-time employment,Males,British Columbia,775.8
612,1991,Full-time employment,Males,Manitoba,246.0
613,1991,Full-time employment,Males,New Brunswick,152.2
614,1991,Full-time employment,Males,Newfoundland and Labrador,106.7
615,1991,Full-time employment,Males,Nova Scotia,194.4
616,1991,Full-time employment,Males,Ontario,2476.7
617,1991,Full-time employment,Males,Prince Edward Island,26.5
618,1991,Full-time employment,Males,Quebec,1583.1
619,1991,Full-time employment,Males,Saskatchewan,220.8
620,1991,Part-time employment ,Females,Alberta,159.9
621,1991,Part-time employment ,Females,British Columbia,206.3
622,1991,Part-time employment ,Females,Manitoba,74.1
623,1991,Part-time employment ,Females,New Brunswick,36.0
624,1991,Part-time employment ,Females,Newfoundland and Labrador,19.1
625,1991,Part-time employment ,Females,Nova Scotia,47.9
626,1991,Part-time employment ,Females,Ontario,645.5
627,1991,Part-time employment ,Females,Prince Edward Island,6.6
628,1991,Part-time employment ,Females,Quebec,345.0
629,1991,Part-time employment ,Females,Saskatchewan,68.6
630,1991,Part-time employment ,Males,Alberta,60.6
631,1991,Part-time employment ,Males,British Columbia,88.3
632,1991,Part-time employment ,Males,Manitoba,30.8
633,1991,Part-time employment ,Males,New Brunswick,14.5
634,1991,Part-time employment ,Males,Newfoundland and Labrador,8.1
635,1991,Part-time employment ,Males,Nova Scotia,21.1
636,1991,Part-time employment ,Males,Ontario,271.5
637,1991,Part-time employment ,Males,Prince Edward Island,2.8
638,1991,Part-time employment ,Males,Quebec,158.3
639,1991,Part-time employment ,Males,Saskatchewan,33.1
640,1992,Full-time employment,Females,Alberta,407.9
641,1992,Full-time employment,Females,British Columbia,503.1
642,1992,Full-time employment,Females,Manitoba,153.1
643,1992,Full-time employment,Females,New Brunswick,96.4
644,1992,Full-time employment,Females,Newfoundland and Labrador,72.5
645,1992,Full-time employment,Females,Nova Scotia,122.0
646,1992,Full-time employment,Females,Ontario,1673.2
647,1992,Full-time employment,Females,Prince Edward Island,18.1
648,1992,Full-time employment,Females,Quebec,1008.3
649,1992,Full-time employment,Females,Saskatchewan,124.4
650,1992,Full-time employment,Males,Alberta,639.9
651,1992,Full-time employment,Males,British Columbia,783.3
652,1992,Full-time employment,Males,Manitoba,236.1
653,1992,Full-time employment,Males,New Brunswick,146.7
654,1992,Full-time employment,Males,Newfoundland and Labrador,104.3
655,1992,Full-time employment,Males,Nova Scotia,184.6
656,1992,Full-time employment,Males,Ontario,2400.5
657,1992,Full-time employment,Males,Prince Edward Island,24.7
658,1992,Full-time employment,Males,Quebec,1521.8
659,1992,Full-time employment,Males,Saskatchewan,220.5
660,1992,Part-time employment ,Females,Alberta,167.0
661,1992,Part-time employment ,Females,British Columbia,213.9
662,1992,Part-time employment ,Females,Manitoba,79.2
663,1992,Part-time employment ,Females,New Brunswick,33.5
664,1992,Part-time employment ,Females,Newfoundland and Labrador,18.0
665,1992,Part-time employment ,Females,Nova Scotia,48.8
666,1992,Part-time employment ,Females,Ontario,611.3
667,1992,Part-time employment ,Females,Prince Edward Island,6.4
668,1992,Part-time employment ,Females,Quebec,353.6
669,1992,Part-time employment ,Females,Saskatchewan,77.6
670,1992,Part-time employment ,Males,Alberta,66.5
671,1992,Part-time employment ,Males,British Columbia,90.3
672,1992,Part-time employment ,Males,Manitoba,35.0
673,1992,Part-time employment ,Males,New Brunswick,13.8
674,1992,Part-time employment ,Males,Newfoundland and Labrador,8.7
675,1992,Part-time employment ,Males,Nova Scotia,19.6
676,1992,Part-time employment ,Males,Ontario,297.1
677,1992,Part-time employment ,Males,Prince Edward Island,2.8
678,1992,Part-time employment ,Males,Quebec,175.6
679,1992,Part-time employment ,Males,Saskatchewan,30.2
680,1993,Full-time employment,Females,Alberta,408.8
681,1993,Full-time employment,Females,British Columbia,514.3
682,1993,Full-time employment,Females,Manitoba,158.2
683,1993,Full-time employment,Females,New Brunswick,99.5
684,1993,Full-time employment,Females,Newfoundland and Labrador,62.3
685,1993,Full-time employment,Females,Nova Scotia,125.2
686,1993,Full-time employment,Females,Ontario,1625.3
687,1993,Full-time employment,Females,Prince Edward Island,18.7
688,1993,Full-time employment,Females,Quebec,990.7
689,1993,Full-time employment,Females,Saskatchewan,128.4
690,1993,Full-time employment,Males,Alberta,631.2
691,1993,Full-time employment,Males,British Columbia,801.7
692,1993,Full-time employment,Males,Manitoba,239.4
693,1993,Full-time employment,Males,New Brunswick,149.4
694,1993,Full-time employment,Males,Newfoundland and Labrador,97.9
695,1993,Full-time employment,Males,Nova Scotia,176.1
696,1993,Full-time employment,Males,Ontario,2384.7
697,1993,Full-time employment,Males,Prince Edward Island,25.9
698,1993,Full-time employment,Males,Quebec,1520.8
699,1993,Full-time employment,Males,Saskatchewan,210.5
700,1993,Part-time employment ,Females,Alberta,168.4
701,1993,Part-time employment ,Females,British Columbia,223.0
702,1993,Part-time employment ,Females,Manitoba,72.0
703,1993,Part-time employment ,Females,New Brunswick,35.9
704,1993,Part-time employment ,Females,Newfoundland and Labrador,21.0
705,1993,Part-time employment ,Females,Nova Scotia,43.3
706,1993,Part-time employment ,Females,Ontario,651.1
707,1993,Part-time employment ,Females,Prince Edward Island,7.3
708,1993,Part-time employment ,Females,Quebec,346.3
709,1993,Part-time employment ,Females,Saskatchewan,75.0
710,1993,Part-time employment ,Males,Alberta,73.9
711,1993,Part-time employment ,Males,British Columbia,98.3
712,1993,Part-time employment ,Males,Manitoba,35.0
713,1993,Part-time employment ,Males,New Brunswick,16.1
714,1993,Part-time employment ,Males,Newfoundland and Labrador,10.3
715,1993,Part-time employment ,Males,Nova Scotia,20.9
716,1993,Part-time employment ,Males,Ontario,288.7
717,1993,Part-time employment ,Males,Prince Edward Island,3.4
718,1993,Part-time employment ,Males,Quebec,163.3
719,1993,Part-time employment ,Males,Saskatchewan,32.6
720,1994,Full-time employment,Females,Alberta,400.2
721,1994,Full-time employment,Females,British Columbia,526.6
722,1994,Full-time employment,Females,Manitoba,150.8
723,1994,Full-time employment,Females,New Brunswick,95.4
724,1994,Full-time employment,Females,Newfoundland and Labrador,65.7
725,1994,Full-time employment,Females,Nova Scotia,118.4
726,1994,Full-time employment,Females,Ontario,1632.3
727,1994,Full-time employment,Females,Prince Edward Island,19.3
728,1994,Full-time employment,Females,Quebec,999.3
729,1994,Full-time employment,Females,Saskatchewan,133.0
730,1994,Full-time employment,Males,Alberta,642.4
731,1994,Full-time employment,Males,British Columbia,820.2
732,1994,Full-time employment,Males,Manitoba,239.9
733,1994,Full-time employment,Males,New Brunswick,148.6
734,1994,Full-time employment,Males,Newfoundland and Labrador,96.0
735,1994,Full-time employment,Males,Nova Scotia,169.2
736,1994,Full-time employment,Males,Ontario,2360.2
737,1994,Full-time employment,Males,Prince Edward Island,26.1
738,1994,Full-time employment,Males,Quebec,1517.6
739,1994,Full-time employment,Males,Saskatchewan,212.1
740,1994,Part-time employment ,Females,Alberta,184.2
741,1994,Part-time employment ,Females,British Columbia,247.4
742,1994,Part-time employment ,Females,Manitoba,77.8
743,1994,Part-time employment ,Females,New Brunswick,38.1
744,1994,Part-time employment ,Females,Newfoundland and Labrador,19.6
745,1994,Part-time employment ,Females,Nova Scotia,54.3
746,1994,Part-time employment ,Females,Ontario,641.7
747,1994,Part-time employment ,Females,Prince Edward Island,6.4
748,1994,Part-time employment ,Females,Quebec,363.4
749,1994,Part-time employment ,Females,Saskatchewan,71.2
750,1994,Part-time employment ,Males,Alberta,77.2
751,1994,Part-time employment ,Males,British Columbia,116.3
752,1994,Part-time employment ,Males,Manitoba,32.4
753,1994,Part-time employment ,Males,New Brunswick,14.2
754,1994,Part-time employment ,Males,Newfoundland and Labrador,11.4
755,1994,Part-time employment ,Males,Nova Scotia,23.0
756,1994,Part-time employment ,Males,Ontario,292.0
757,1994,Part-time employment ,Males,Prince Edward Island,3.7
758,1994,Part-time employment ,Males,Quebec,173.3
759,1994,Part-time employment ,Males,Saskatchewan,35.6
760,1995,Full-time employment,Females,Alberta,426.1
761,1995,Full-time employment,Females,British Columbia,575.0
762,1995,Full-time employment,Females,Manitoba,154.9
763,1995,Full-time employment,Females,New Brunswick,103.4
764,1995,Full-time employment,Females,Newfoundland and Labrador,69.6
765,1995,Full-time employment,Females,Nova Scotia,124.5
766,1995,Full-time employment,Females,Ontario,1681.8
767,1995,Full-time employment,Females,Prince Edward Island,19.6
768,1995,Full-time employment,Females,Quebec,1028.9
769,1995,Full-time employment,Females,Saskatchewan,135.7
770,1995,Full-time employment,Males,Alberta,674.4
771,1995,Full-time employment,Males,British Columbia,867.2
772,1995,Full-time employment,Males,Manitoba,245.1
773,1995,Full-time employment,Males,New Brunswick,149.8
774,1995,Full-time employment,Males,Newfoundland and Labrador,97.3
775,1995,Full-time employment,Males,Nova Scotia,183.6
776,1995,Full-time employment,Males,Ontario,2441.7
777,1995,Full-time employment,Males,Prince Edward Island,26.8
778,1995,Full-time employment,Males,Quebec,1573.1
779,1995,Full-time employment,Males,Saskatchewan,224.1
780,1995,Part-time employment ,Females,Alberta,186.8
781,1995,Part-time employment ,Females,British Columbia,236.7
782,1995,Part-time employment ,Females,Manitoba,79.1
783,1995,Part-time employment ,Females,New Brunswick,36.4
784,1995,Part-time employment ,Females,Newfoundland and Labrador,20.4
785,1995,Part-time employment ,Females,Nova Scotia,46.9
786,1995,Part-time employment ,Females,Ontario,654.3
787,1995,Part-time employment ,Females,Prince Edward Island,6.8
788,1995,Part-time employment ,Females,Quebec,362.5
789,1995,Part-time employment ,Females,Saskatchewan,68.7
790,1995,Part-time employment ,Males,Alberta,67.4
791,1995,Part-time employment ,Males,British Columbia,100.2
792,1995,Part-time employment ,Males,Manitoba,32.9
793,1995,Part-time employment ,Males,New Brunswick,16.6
794,1995,Part-time employment ,Males,Newfoundland and Labrador,9.9
795,1995,Part-time employment ,Males,Nova Scotia,21.0
796,1995,Part-time employment ,Males,Ontario,318.8
797,1995,Part-time employment ,Males,Prince Edward Island,2.7
798,1995,Part-time employment ,Males,Quebec,168.2
799,1995,Part-time employment ,Males,Saskatchewan,30.5
800,1996,Full-time employment,Females,Alberta,436.6
801,1996,Full-time employment,Females,British Columbia,537.4
802,1996,Full-time employment,Females,Manitoba,160.3
803,1996,Full-time employment,Females,New Brunswick,106.2
804,1996,Full-time employment,Females,Newfoundland and Labrador,67.5
805,1996,Full-time employment,Females,Nova Scotia,121.0
806,1996,Full-time employment,Females,Ontario,1678.7
807,1996,Full-time employment,Females,Prince Edward Island,20.1
808,1996,Full-time employment,Females,Quebec,1048.5
809,1996,Full-time employment,Females,Saskatchewan,134.5
810,1996,Full-time employment,Males,Alberta,674.3
811,1996,Full-time employment,Males,British Columbia,879.8
812,1996,Full-time employment,Males,Manitoba,247.8
813,1996,Full-time employment,Males,New Brunswick,150.1
814,1996,Full-time employment,Males,Newfoundland and Labrador,92.8
815,1996,Full-time employment,Males,Nova Scotia,178.9
816,1996,Full-time employment,Males,Ontario,2470.6
817,1996,Full-time employment,Males,Prince Edward Island,27.3
818,1996,Full-time employment,Males,Quebec,1563.9
819,1996,Full-time employment,Males,Saskatchewan,218.7
820,1996,Part-time employment ,Females,Alberta,191.9
821,1996,Part-time employment ,Females,British Columbia,262.0
822,1996,Part-time employment ,Females,Manitoba,73.2
823,1996,Part-time employment ,Females,New Brunswick,35.2
824,1996,Part-time employment ,Females,Newfoundland and Labrador,20.1
825,1996,Part-time employment ,Females,Nova Scotia,51.5
826,1996,Part-time employment ,Females,Ontario,677.5
827,1996,Part-time employment ,Females,Prince Edward Island,7.1
828,1996,Part-time employment ,Females,Quebec,367.4
829,1996,Part-time employment ,Females,Saskatchewan,68.5
830,1996,Part-time employment ,Males,Alberta,83.1
831,1996,Part-time employment ,Males,British Columbia,111.6
832,1996,Part-time employment ,Males,Manitoba,32.8
833,1996,Part-time employment ,Males,New Brunswick,14.1
834,1996,Part-time employment ,Males,Newfoundland and Labrador,11.8
835,1996,Part-time employment ,Males,Nova Scotia,27.4
836,1996,Part-time employment ,Males,Ontario,308.0
837,1996,Part-time employment ,Males,Prince Edward Island,4.6
838,1996,Part-time employment ,Males,Quebec,181.7
839,1996,Part-time employment ,Males,Saskatchewan,30.0
840,1997,Full-time employment,Females,Alberta,440.8
841,1997,Full-time employment,Females,British Columbia,575.6
842,1997,Full-time employment,Females,Manitoba,158.7
843,1997,Full-time employment,Females,New Brunswick,100.2
844,1997,Full-time employment,Females,Newfoundland and Labrador,66.3
845,1997,Full-time employment,Females,Nova Scotia,121.4
846,1997,Full-time employment,Females,Ontario,1719.6
847,1997,Full-time employment,Females,Prince Edward Island,19.8
848,1997,Full-time employment,Females,Quebec,1014.1
849,1997,Full-time employment,Females,Saskatchewan,135.3
850,1997,Full-time employment,Males,Alberta,716.6
851,1997,Full-time employment,Males,British Columbia,892.6
852,1997,Full-time employment,Males,Manitoba,254.5
853,1997,Full-time employment,Males,New Brunswick,147.5
854,1997,Full-time employment,Males,Newfoundland and Labrador,90.5
855,1997,Full-time employment,Males,Nova Scotia,177.8
856,1997,Full-time employment,Males,Ontario,2498.9
857,1997,Full-time employment,Males,Prince Edward Island,27.2
858,1997,Full-time employment,Males,Quebec,1564.7
859,1997,Full-time employment,Males,Saskatchewan,226.1
860,1997,Part-time employment ,Females,Alberta,197.0
861,1997,Part-time employment ,Females,British Columbia,263.7
862,1997,Part-time employment ,Females,Manitoba,80.1
863,1997,Part-time employment ,Females,New Brunswick,41.3
864,1997,Part-time employment ,Females,Newfoundland and Labrador,22.9
865,1997,Part-time employment ,Females,Nova Scotia,57.8
866,1997,Part-time employment ,Females,Ontario,677.0
867,1997,Part-time employment ,Females,Prince Edward Island,7.7
868,1997,Part-time employment ,Females,Quebec,391.8
869,1997,Part-time employment ,Females,Saskatchewan,69.6
870,1997,Part-time employment ,Males,Alberta,67.7
871,1997,Part-time employment ,Males,British Columbia,117.1
872,1997,Part-time employment ,Males,Manitoba,31.4
873,1997,Part-time employment ,Males,New Brunswick,17.4
874,1997,Part-time employment ,Males,Newfoundland and Labrador,8.5
875,1997,Part-time employment ,Males,Nova Scotia,22.0
876,1997,Part-time employment ,Males,Ontario,315.7
877,1997,Part-time employment ,Males,Prince Edward Island,3.2
878,1997,Part-time employment ,Males,Quebec,170.7
879,1997,Part-time employment ,Males,Saskatchewan,25.0
880,1998,Full-time employment,Females,Alberta,474.0
881,1998,Full-time employment,Females,British Columbia,577.5
882,1998,Full-time employment,Females,Manitoba,163.2
883,1998,Full-time employment,Females,New Brunswick,109.5
884,1998,Full-time employment,Females,Newfoundland and Labrador,66.9
885,1998,Full-time employment,Females,Nova Scotia,130.8
886,1998,Full-time employment,Females,Ontario,1782.4
887,1998,Full-time employment,Females,Prince Edward Island,21.5
888,1998,Full-time employment,Females,Quebec,1050.8
889,1998,Full-time employment,Females,Saskatchewan,148.3
890,1998,Full-time employment,Males,Alberta,744.2
891,1998,Full-time employment,Males,British Columbia,880.9
892,1998,Full-time employment,Males,Manitoba,262.1
893,1998,Full-time employment,Males,New Brunswick,152.4
894,1998,Full-time employment,Males,Newfoundland and Labrador,91.5
895,1998,Full-time employment,Males,Nova Scotia,183.9
896,1998,Full-time employment,Males,Ontario,2608.3
897,1998,Full-time employment,Males,Prince Edward Island,27.2
898,1998,Full-time employment,Males,Quebec,1580.0
899,1998,Full-time employment,Males,Saskatchewan,230.6
900,1998,Part-time employment ,Females,Alberta,195.2
901,1998,Part-time employment ,Females,British Columbia,283.0
902,1998,Part-time employment ,Females,Manitoba,76.6
903,1998,Part-time employment ,Females,New Brunswick,34.7
904,1998,Part-time employment ,Females,Newfoundland and Labrador,22.2
905,1998,Part-time employment ,Females,Nova Scotia,53.6
906,1998,Part-time employment ,Females,Ontario,681.1
907,1998,Part-time employment ,Females,Prince Edward Island,6.9
908,1998,Part-time employment ,Females,Quebec,358.9
909,1998,Part-time employment ,Females,Saskatchewan,64.7
910,1998,Part-time employment ,Males,Alberta,78.9
911,1998,Part-time employment ,Males,British Columbia,113.6
912,1998,Part-time employment ,Males,Manitoba,29.6
913,1998,Part-time employment ,Males,New Brunswick,12.9
914,1998,Part-time employment ,Males,Newfoundland and Labrador,11.0
915,1998,Part-time employment ,Males,Nova Scotia,24.0
916,1998,Part-time employment ,Males,Ontario,312.4
917,1998,Part-time employment ,Males,Prince Edward Island,3.5
918,1998,Part-time employment ,Males,Quebec,185.3
919,1998,Part-time employment ,Males,Saskatchewan,30.6
920,1999,Full-time employment,Females,Alberta,477.4
921,1999,Full-time employment,Females,British Columbia,617.5
922,1999,Full-time employment,Females,Manitoba,170.3
923,1999,Full-time employment,Females,New Brunswick,113.7
924,1999,Full-time employment,Females,Newfoundland and Labrador,70.7
925,1999,Full-time employment,Females,Nova Scotia,131.5
926,1999,Full-time employment,Females,Ontario,1843.4
927,1999,Full-time employment,Females,Prince Edward Island,21.0
928,1999,Full-time employment,Females,Quebec,1086.9
929,1999,Full-time employment,Females,Saskatchewan,144.1
930,1999,Full-time employment,Males,Alberta,758.5
931,1999,Full-time employment,Males,British Columbia,876.7
932,1999,Full-time employment,Males,Manitoba,260.7
933,1999,Full-time employment,Males,New Brunswick,159.8
934,1999,Full-time employment,Males,Newfoundland and Labrador,99.2
935,1999,Full-time employment,Males,Nova Scotia,190.9
936,1999,Full-time employment,Males,Ontario,2665.8
937,1999,Full-time employment,Males,Prince Edward Island,27.7
938,1999,Full-time employment,Males,Quebec,1650.2
939,1999,Full-time employment,Males,Saskatchewan,226.2
940,1999,Part-time employment ,Females,Alberta,216.4
941,1999,Part-time employment ,Females,British Columbia,264.7
942,1999,Part-time employment ,Females,Manitoba,77.8
943,1999,Part-time employment ,Females,New Brunswick,36.7
944,1999,Part-time employment ,Females,Newfoundland and Labrador,19.9
945,1999,Part-time employment ,Females,Nova Scotia,56.0
946,1999,Part-time employment ,Females,Ontario,732.5
947,1999,Part-time employment ,Females,Prince Edward Island,7.3
948,1999,Part-time employment ,Females,Quebec,404.7
949,1999,Part-time employment ,Females,Saskatchewan,69.1
950,1999,Part-time employment ,Males,Alberta,75.9
951,1999,Part-time employment ,Males,British Columbia,132.4
952,1999,Part-time employment ,Males,Manitoba,28.5
953,1999,Part-time employment ,Males,New Brunswick,15.2
954,1999,Part-time employment ,Males,Newfoundland and Labrador,8.4
955,1999,Part-time employment ,Males,Nova Scotia,22.6
956,1999,Part-time employment ,Males,Ontario,312.4
957,1999,Part-time employment ,Males,Prince Edward Island,3.1
958,1999,Part-time employment ,Males,Quebec,170.6
959,1999,Part-time employment ,Males,Saskatchewan,27.0
960,2000,Full-time employment,Females,Alberta,491.3
961,2000,Full-time employment,Females,British Columbia,615.3
962,2000,Full-time employment,Females,Manitoba,180.6
963,2000,Full-time employment,Females,New Brunswick,114.7
964,2000,Full-time employment,Females,Newfoundland and Labrador,71.2
965,2000,Full-time employment,Females,Nova Scotia,142.6
966,2000,Full-time employment,Females,Ontario,1943.3
967,2000,Full-time employment,Females,Prince Edward Island,23.5
968,2000,Full-time employment,Females,Quebec,1144.8
969,2000,Full-time employment,Females,Saskatchewan,150.0
970,2000,Full-time employment,Males,Alberta,779.0
971,2000,Full-time employment,Males,British Columbia,916.0
972,2000,Full-time employment,Males,Manitoba,267.3
973,2000,Full-time employment,Males,New Brunswick,160.5
974,2000,Full-time employment,Males,Newfoundland and Labrador,95.7
975,2000,Full-time employment,Males,Nova Scotia,194.4
976,2000,Full-time employment,Males,Ontario,2779.7
977,2000,Full-time employment,Males,Prince Edward Island,29.3
978,2000,Full-time employment,Males,Quebec,1677.5
979,2000,Full-time employment,Males,Saskatchewan,230.0
980,2000,Part-time employment ,Females,Alberta,213.3
981,2000,Part-time employment ,Females,British Columbia,281.7
982,2000,Part-time employment ,Females,Manitoba,72.1
983,2000,Part-time employment ,Females,New Brunswick,37.8
984,2000,Part-time employment ,Females,Newfoundland and Labrador,22.7
985,2000,Part-time employment ,Females,Nova Scotia,52.9
986,2000,Part-time employment ,Females,Ontario,695.3
987,2000,Part-time employment ,Females,Prince Edward Island,6.4
988,2000,Part-time employment ,Females,Quebec,389.0
989,2000,Part-time employment ,Females,Saskatchewan,69.3
990,2000,Part-time employment ,Males,Alberta,85.1
991,2000,Part-time employment ,Males,British Columbia,113.4
992,2000,Part-time employment ,Males,Manitoba,29.2
993,2000,Part-time employment ,Males,New Brunswick,15.4
994,2000,Part-time employment ,Males,Newfoundland and Labrador,9.7
995,2000,Part-time employment ,Males,Nova Scotia,22.8
996,2000,Part-time employment ,Males,Ontario,313.5
997,2000,Part-time employment ,Males,Prince Edward Island,3.7
998,2000,Part-time employment ,Males,Quebec,185.0
999,2000,Part-time employment ,Males,Saskatchewan,27.5
1000,2001,Full-time employment,Females,Alberta,514.3
1001,2001,Full-time employment,Females,British Columbia,622.7
1002,2001,Full-time employment,Females,Manitoba,178.2
1003,2001,Full-time employment,Females,New Brunswick,122.4
1004,2001,Full-time employment,Females,Newfoundland and Labrador,75.2
1005,2001,Full-time employment,Females,Nova Scotia,140.8
1006,2001,Full-time employment,Females,Ontario,2028.3
1007,2001,Full-time employment,Females,Prince Edward Island,23.5
1008,2001,Full-time employment,Females,Quebec,1145.7
1009,2001,Full-time employment,Females,Saskatchewan,148.5
1010,2001,Full-time employment,Males,Alberta,799.7
1011,2001,Full-time employment,Males,British Columbia,912.9
1012,2001,Full-time employment,Males,Manitoba,262.4
1013,2001,Full-time employment,Males,New Brunswick,162.1
1014,2001,Full-time employment,Males,Newfoundland and Labrador,97.7
1015,2001,Full-time employment,Males,Nova Scotia,195.3
1016,2001,Full-time employment,Males,Ontario,2829.9
1017,2001,Full-time employment,Males,Prince Edward Island,29.4
1018,2001,Full-time employment,Males,Quebec,1679.8
1019,2001,Full-time employment,Males,Saskatchewan,227.3
1020,2001,Part-time employment ,Females,Alberta,214.8
1021,2001,Part-time employment ,Females,British Columbia,277.0
1022,2001,Part-time employment ,Females,Manitoba,75.7
1023,2001,Part-time employment ,Females,New Brunswick,36.4
1024,2001,Part-time employment ,Females,Newfoundland and Labrador,19.7
1025,2001,Part-time employment ,Females,Nova Scotia,52.1
1026,2001,Part-time employment ,Females,Ontario,716.2
1027,2001,Part-time employment ,Females,Prince Edward Island,6.9
1028,2001,Part-time employment ,Females,Quebec,402.8
1029,2001,Part-time employment ,Females,Saskatchewan,66.1
1030,2001,Part-time employment ,Males,Alberta,81.4
1031,2001,Part-time employment ,Males,British Columbia,112.0
1032,2001,Part-time employment ,Males,Manitoba,33.4
1033,2001,Part-time employment ,Males,New Brunswick,12.9
1034,2001,Part-time employment ,Males,Newfoundland and Labrador,8.8
1035,2001,Part-time employment ,Males,Nova Scotia,22.4
1036,2001,Part-time employment ,Males,Ontario,330.5
1037,2001,Part-time employment ,Males,Prince Edward Island,3.3
1038,2001,Part-time employment ,Males,Quebec,199.8
1039,2001,Part-time employment ,Males,Saskatchewan,25.8
1040,2002,Full-time employment,Females,Alberta,548.9
1041,2002,Full-time employment,Females,British Columbia,618.9
1042,2002,Full-time employment,Females,Manitoba,186.9
1043,2002,Full-time employment,Females,New Brunswick,123.8
